filename,result_CaDiCaL,result_cryptominisat,result_dc,result_esa,result_hCad,result_lingeling,result_picosat_clean,result_sc2024,mismatch
fazz_489.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_49.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_490.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_491.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_492.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_493.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_494.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_495.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_496.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_497.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_498.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_499.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_5.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_50.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_500.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_501.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_502.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_503.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_504.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_505.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_506.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_507.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_508.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_509.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_51.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_510.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_511.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_512.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_513.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_514.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_515.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_516.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_517.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_518.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_519.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_52.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_520.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_521.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_522.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_523.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_524.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_525.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_526.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_527.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_528.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_529.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_53.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_530.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_531.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_532.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_533.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_534.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_535.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_536.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_537.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_538.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_539.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_54.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_540.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_541.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_542.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_543.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_544.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_545.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_546.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_547.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_548.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_549.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_55.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_550.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_551.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_552.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_553.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_554.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_555.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_556.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_557.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_558.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_559.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_56.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_560.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_561.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_562.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_563.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_564.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_565.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_566.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_567.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_568.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_569.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_57.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_570.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_571.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_572.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_573.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_574.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_575.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_576.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_577.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_578.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_579.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_58.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_580.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_581.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_582.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_583.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_584.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_585.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_586.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_587.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_588.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_589.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_59.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_590.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_591.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_592.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_593.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_594.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_595.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_596.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_597.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_598.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_599.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_6.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_60.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_600.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_601.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_602.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_603.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_604.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_605.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_606.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_607.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_608.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_609.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_61.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_610.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_611.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_612.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_613.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_614.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_615.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_616.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_617.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_618.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_619.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_62.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_620.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_621.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_622.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_623.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_624.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_625.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_626.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_627.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_628.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_629.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_63.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_630.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_631.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_632.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_633.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_634.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_635.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_636.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_637.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_638.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_639.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_64.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_640.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_641.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_642.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_643.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_644.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_645.cnf,unsolve,unsolve,unsolve,unsolve,unsolve,unsolve,unsolve,unsolve,no
fazz_646.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_647.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_648.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_649.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_65.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_650.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_651.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_652.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_653.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_654.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_655.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_656.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_657.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_658.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_659.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_66.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_660.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_661.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_662.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_663.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_664.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_665.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_666.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_667.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_668.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_669.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_67.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_670.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_671.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_672.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_673.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_674.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_675.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_676.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_677.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_678.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_679.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_68.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_680.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_681.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_682.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_683.cnf,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,unsatisfiable,no
fazz_684.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
fazz_685.cnf,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,satisfiable,no
